n|title|price|originalPrice|size|brand|condition|listingUrl|imageUrl
262|PYSCHO BUNNY Blue/Yellow Short-sleeve Tshirt Size‎ M|30.0|78.0|M|Psycho Bunny|ug|https://poshmark.com/listing/6a854d1ff93b2a92d1f99c74|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a854d1ff93b2a92d1f99c74/l_6a854d1ff93b2a92d1f99c75.jpeg
263|HOLIDAY‎ EDITION Vintage "Stocking" Ugly Christmas Sweater XL|51.0|150.0|XL|Holiday Editions|ug|https://poshmark.com/listing/6a854b9e3dfc00d3837c7688|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a854b9e3dfc00d3837c7688/l_6a854b9e3dfc00d3837c7689.jpeg
264|Quinceañera and Princess Sage Green Floral Applique Tulle Dress Sizes‎ 00 & 6T|3000.0|4000.0|Size 00 and 6T||uln|https://poshmark.com/listing/6a8549dbfc6d1e0fb31bf8f0|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a8549dbfc6d1e0fb31bf8f0/l_6a8549dbfc6d1e0fb31bf8f1.jpg
265|FIFTHSUN Licensed Juniors' Graphic Open Back w/ Side Tie Short Sleeve T-Shirt XS|5.0|20.0|XS|Fifth Sun|ug|https://poshmark.com/listing/6a85483f4765b02185ba7d9b|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a85483f4765b02185ba7d9b/l_6a85483f4765b02185ba7d9c.jpeg
266|The Krusty The Clown Caution "I‎ Disappoint Everyone" Vintage T-Shirt XL|18.0|60.0|XL|The Simpsons|ug|https://poshmark.com/listing/6a8546dec6e38a53cce6566a|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a8546dec6e38a53cce6566a/l_6a8546dec6e38a53cce6566b.jpeg
267|JEANNE MARC COLLECTION Lilac Textured‎ Button-Front Blazer S 4/6 NWT|77.0|540.0|S|Vintage|nwt|https://poshmark.com/listing/6a8545a43559d51d0c8f39d6|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a8545a43559d51d0c8f39d6/l_6a8545a43559d51d0c8f39d7.jpeg
268|VINTAGE 90s NWOT Hunter Green‎ Snowman Embroidery Ugly Christmas Sweater Size L|21.0|100.0|L|Vintage|ug|https://poshmark.com/listing/6a85445f3559d5aa318ed380|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a85445f3559d5aa318ed380/l_6a85445f3559d5aa318ed381.jpeg
269|LINEA DONATELLA *Deadstock* Vintage Ivory‎ Bridal Lingerie Set S|45.0|200.0|S|Linea Donatella|nwt|https://poshmark.com/listing/6a85413edc9435c8f05248a6|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a85413edc9435c8f05248a6/l_6a85413edc9435c8f05248a7.jpeg
270|VIGOSS Blue Denim Straight Leg Brass Stud Jeans Size 5/6‎|32.0|89.0|5J|Vigoss|ug|https://poshmark.com/listing/6a853fdff09fc80a5b50264d|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a853fdff09fc80a5b50264d/l_6a853fdff09fc80a5b50264e.jpeg
271|Black Bralette Lace Crochet Crop Top‎ Spaghetti Strap Size XS|13.0|100.0|XS|None|ug|https://poshmark.com/listing/6a853ea0a63616ae705b4067|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a853ea0a63616ae705b4068.jpeg
272|TIGER MIST Black “Alexi” Dress‎ Size XXS|51.0|160.0|XXS|Tiger Mist|ug|https://poshmark.com/listing/6a853d4636955e512f5431ff|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a853d4636955e512f5431ff/l_6a853d4636955e512f543200.jpeg
273|B. DARLIN Coral/Nude‎ Lace Dress XS|16.0|69.0|XS|B Darlin|ug|https://poshmark.com/listing/6a853c03d73373d9bda9e76a|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a853c03d73373d9bda9e76a/l_6a853c03d73373d9bda9e76b.jpeg
274|JORDAN NIKE AIR Pollen/Black Size‎ 11.5C Kids|72.0|250.0|11.5B|Jordan|ug|https://poshmark.com/listing/6a853896373853f1606b0e60|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a853896373853f1606b0e60/l_6a853896373853f1606b0e61.jpg
275|LULU'S Refine and Poise White Backless‎ Wide-Leg Jumpsuit Size L|111.0||L|Lulus|ug|https://poshmark.com/listing/6a840e23a2c5403d6911ba93|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a840e23a2c5403d6911ba93/l_6a840e23a2c5403d6911ba94.jpeg
276|JOE'S JEANS Blue Denim Bermuda Shorts Size‎ 30W|18.0|60.0|30|Joe's Jeans|ug|https://poshmark.com/listing/6a840c7d98bbf3868970c8cf|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a840c7d98bbf3868970c8cf/l_6a840c7d98bbf3868970c8d0.jpeg
277|DISNEY Jack‎ Skellington, Pooh Or Stitch Costume Onsies (Sold Seperately)|45.0|90.0|OS (Boy)|Disney|ug|https://poshmark.com/listing/6a840a9968414719988cfc9c|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a840a9968414719988cfc9c/l_6a840a9968414719988cfc9d.jpg
278|NEW YORK & COMPANY Tall Snake-Print Slip‎ Skirt XS|24.0|70.0|XS|New York & Company|nwt|https://poshmark.com/listing/6a840921d776bd8b7a6dc149|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a840921d776bd8b7a6dc149/l_6a840921d776bd8b7a6dc14a.jpeg
279|FASHION‎ NOVA bondage dress|19.0|80.0|XSJ|Fashion Nova|ug|https://poshmark.com/listing/6a84059c7d905754035642b1|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a84059c7d905754035642b1/l_6a84059c7d905754035642b2.jpeg
280|BCG Blue/Green Long-Sleeve Half-Zip‎ Cut-Out Thumb Hole Althletic Shirt Size L|7.0|35.0|LG|bcg|ug|https://poshmark.com/listing/6a8403f45ad4bed59560c7f4|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/18/6a8403f45ad4bed59560c7f4/l_6a8403f45ad4bed59560c7f5.jpeg
281|ENTRO Floral Ruffle Frilly Plunge Neck Top S‎|22.0|50.0|S|entro|ug|https://poshmark.com/listing/6a8402b0cbbea58e1787c436|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/17/6a8402b0cbbea58e1787c436/l_6a8402b0cbbea58e1787c437.jpeg
282|DRESS‎ THE POPULATION "Amora" Rouge Dress XXL|99.0|148.0|XXL|Dress the Population|nwt|https://poshmark.com/listing/6a840175e15c91d040b9808f|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/17/6a840175e15c91d040b9808f/l_6a840175e15c91d040b98090.jpeg
283|JEM Ugly Christmas Tree‎ Shirt S|18.0|80.0|S|JEM|ug|https://poshmark.com/listing/6a84003c9bca61fab8c91715|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/17/6a84003c9bca61fab8c91715/l_6a84003c9bca61fab8c91716.jpeg
284|ROCK & REPUBLIC‎ Rhinestone Forest Spandex Sweater|30.0|198.0|M|Rock & Republic|ug|https://poshmark.com/listing/6a83fe99c6e38abdff4f6272|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/17/6a83fe99c6e38abdff4f6272/l_6a83fe99c6e38abdff4f6273.jpeg
285|ANTIQUE VINTAGE 1960s Chimpanzee Rubber‎ Hand-Puppet Rare HTF|510.0|7750.0|OSBB|Vintage|ug|https://poshmark.com/listing/6a83fd0da81f9310c5f1ae3c|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/17/6a83fd0da81f9310c5f1ae3c/l_6a83fd0da81f9310c5f1ae3d.jpeg
286|Cartoon Network COURAGE‎ THE COWARDLY DOG T-Shirt|32.0|70.0|XXL|Cartoon Network|ug|https://poshmark.com/listing/6a83fbb7bd7d0060becae9a0|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/17/6a83fbb7bd7d0060becae9a0/l_6a83fbb7bd7d0060becae9a1.jpeg
287|ALLEYOOP Beauty MVP Set with‎ Tote (Swatched)|113.0|225.0|OS|Sephora|nwt|https://poshmark.com/listing/6a83fa7cd0e933718e76638d|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/17/6a83fa7cd0e933718e76638d/l_6a83fa7cd0e933718e76638e.jpeg
288|**DISCONTINUED**‎ M·A·C Black Large Carry All Makeup Cosmetic Storage Train Case|608.0|2000.0|12L X 6W X 6H|MAC Cosmetics|ug|https://poshmark.com/listing/6a83f9369f31948014234a7b|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/17/6a83f9369f31948014234a7b/l_6a83f9369f31948014234a7c.jpg
289|DR MARTENS Vintage Original‎ White Double Stack "Platform Jadon" Size 6L|243.0|500.0|6|Dr. Martens|ug|https://poshmark.com/listing/6a83f8012800acd47e0f1cdb|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/17/6a83f8012800acd47e0f1cdb/l_6a83f8012800acd47e0f1cde.jpeg
290|FENDI‎ Black Leather Wrap Boots/Booties 34.5|267.0|1495.0|34.5|Fendi|ug|https://poshmark.com/listing/6a83f69e4dfc81d983c7caee|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/17/6a83f69e4dfc81d983c7caee/l_6a83f69e4dfc81d983c7caef.jpeg
291|KATE SPADE‎ Rosa Tie Neck Shirt Rambling Roses Pink/Sand Size S|64.0|258.0|S|kate spade|ug|https://poshmark.com/listing/6a83e70471a0030767cf4057|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/17/6a83e70471a0030767cf4058.jpg
292|Authentic HERVE LEGER "Liza" XXS‎ Boat Neck Flared Bandage Dress - $1,290|486.0|1290.0|XXS|Herve Leger|ug|https://poshmark.com/listing/6a82ad51a69358e0a2a19670|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/16/6a82ad51a69358e0a2a19670/l_6a82ad51a69358e0a2a19671.jpg
293|C&C‎ CALIFORNIA NWT Heather Grey Crowl Neck Sweater S|26.0|88.0|S|C&C California|nwt|https://poshmark.com/listing/6a82abf10c8b4708518dad13|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/16/6a82abf10c8b4708518dad13/l_6a82abf10c8b4708518dad14.jpeg
294|PAT MCGRATH Obsessed! Lipstick‎|32.0||OS|PAT McGRATH LABS|nwt|https://poshmark.com/listing/6a82aa9af93b2ac93367eca4|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/16/6a82aa9af93b2ac93367eca4/l_6a82aa9af93b2ac93367eca5.jpg
295|TOPSHOP‎ Cream Floral Print Studded Waist Skater Dress 8 NWT|71.0|92.0|8|Topshop|nwt|https://poshmark.com/listing/6a82a90a3ae6c1de94915914|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/16/6a82a90a3ae6c1de94915914/l_6a82a90a3ae6c1de94915915.jpeg
296|BISOU BISOU Royal Blue Ruched Dress Sz‎ 2|13.0|65.0|2|Bisou Bisou|ug|https://poshmark.com/listing/6a82a7baf086ed4ced9484a1|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/16/6a82a7baf086ed4ced9484a1/l_6a82a7baf086ed4ced9484a2.jpeg
297|PAT ARGENTI Vintage 100% Silk Floral‎ Dress Sz 4|49.0|300.0|4|pat argenti|ug|https://poshmark.com/listing/6a82a678dc94355c1c02ec6c|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/16/6a82a678dc94355c1c02ec6c/l_6a82a678dc94355c1c02ec6d.jpeg
298|50s/60s Vintage Floral English Garden Cardigan Mohair Wool Blend‎ Size Small|130.0|500.0|S|Saks Fifth Avenue|ug|https://poshmark.com/listing/6a82a5412fc9f8126af06999|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/16/6a82a5412fc9f8126af06999/l_6a82a5412fc9f8126af0699a.jpeg
299|HOMEMADE "Frozen" Elsa Sparkly Blue Snowflake Mickey Ears‎ Headband|24.0|75.0|OSG|Disney Inspired|ug|https://poshmark.com/listing/6a82a3f8d73373d00b569584|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/16/6a82a3f8d73373d00b569584/l_6a82a3f8d73373d00b569585.jpg
300|Jordan Kids Sneakers in Gray‎ and Mint|105.0|500.0|1.5B|Jordan|ug|https://poshmark.com/listing/6a82a2aa9fd4b9a46a414abb|https://di2ponv0v5otw.cloudfront.net/posts/2026/08/16/6a82a2aa9fd4b9a46a414abc.jpg
